24.0441395656478,1.87926898864756,0.25,35.0142136676382,1,2.8,1
24.0441395656478,1.87926898864756,0.25,35,1,3,1
27.0000009258327,1.87926898864756,0,35,2,0.2,0.2
27.0000009258327,1.87926898864756,0,35,2,0.4,0.4
27.0000009258327,1.87926898864756,0,35,2,0.6,0.6
27.0000009258327,1.87926898864756,0,35,2,0.8,0.8
27.0000009258327,1.87926898864756,0,35,2,1,1
27.0000009258327,1.87926898864756,0,35,2,1.2,1.2
27.0000009258327,1.87926898864756,0,35,2,1.4,1.4
27.002315642868,4.87926898864756,0.25,35.0646894516724,2,1.6,1.6
27.002315642868,4.87926898864756,0.25,35.1293789033448,2,1.8,1.8
27.002315642868,4.87926898864756,0.25,35.1940683550172,2,2,2
27.002315642868,4.87926898864756,0.25,35.2587578066896,2,2.2,2.2
27.002315642868,4.87926898864756,0.25,35.323447258362,2,2.4,2.4
27.0392427318045,12.3792689886476,0.25,35.6418548321449,2,2.6,2.6
27.0392427318045,12.3792689886476,0.25,35.9602624059279,2,2.8,2.8
27.0392427318045,12.3792689886476,0.25,36.2786699797108,2,3,3
24.0000010420303,1.87926898864756,0.25,36.235048051818,0.2,0.2,1
24.0000010420303,1.87926898864756,0.25,36.1914261239253,0.4,0.4,1
24.0000010420303,1.87926898864756,0.25,36.1478041960325,0.6,0.6,1
24.0000010420303,1.87926898864756,0.25,36.1041822681398,0.8,0.8,1
24.0000010420303,1.87926898864756,0.25,36.060560340247,1,1,1
24.0000010420303,1.87926898864756,0.25,36.0169384123542,1.2,1.2,1
24.0000010420303,1.87926898864756,0.25,35.9733164844615,1.4,1.4,1
